Zone,Easting,Northing,Longitud,Latitud,Fecha,Año,Día de la Semana,Hora,Turno,Distrito,Calle 2,Incidencia,Calle,Nº
15S,446159,4487283,-3.6357372,40.53454171,23/06/2022,2022,Jueves,2:05,Noche,Urbanizaciones,,OTROS (CLASIFICAR),"ERMITA, AVDA",5
15S,444346,4488459,-3.65724674,40.54501579,23/06/2022,2022,Jueves,8:10,Mañana,Norte,,CAIDA CICLISTA,CAMILO JOSE CELA,18
15S,446065,4487547,-3.63686958,40.53691382,23/06/2022,2022,Jueves,9:05,Mañana,Urbanizaciones,,ATROPELLO PEATON,"ERMITA, AVDA",
15S,446218,4487964,-3.63509852,40.54068027,22/06/2022,2022,Miércoles,15:05,Tarde,Centro,,CHOQUE CON ARBOL,PABLO PICASSO,9
15S,446307,4487982,-3.63404913,40.54084819,23/06/2022,2022,Jueves,14:45,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,LIBERTAD,5
15S,444128,4487952,-3.65977623,40.54043388,23/06/2022,2022,Jueves,14:40,Tarde,Norte,,COLISION POR ALCANCE,"VALDELAPARRA, AVDA.",62
15S,446614,4488087,-3.63043291,40.54181391,23/06/2022,2022,Jueves,16:05,Tarde,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,HUESCA,1
15S,449559,4488379,-3.59568068,40.5446289,23/06/2022,2022,Jueves,18:05,Tarde,Centro,,ATROPELLO PEATON,MIRAFLORES,29
15S,445539,4485957,-3.64294336,40.52255605,24/06/2022,2022,Viernes,13:00,Mañana,Urbanizaciones,,COLISION FRONTOLATERAL,BEGONIA,
15S,444197,4486529,-3.65883591,40.52761961,24/06/2022,2022,Viernes,13:45,Mañana,Empresarial,,COLISION FRONTOLATERAL,SEPULVEDA,3
15S,445704,4487324,-3.6411129,40.53488137,26/06/2022,2022,Domingo,17:45,Tarde,Empresarial,,CHOQUE CON MURO,"VALDELAPARRA, AVDA.",1
15S,445386,4485922,-3.64474648,40.52223069,26/06/2022,2022,Domingo,16:00,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,135
15S,448465,4486205,-3.60842235,40.52497718,27/06/2022,2022,Lunes,9:15,Mañana,Urbanizaciones,,COLISION FRONTOLATERAL,"ALCOBENDAS, PS",
15S,444456,4487886,-3.65589742,40.53986138,27/06/2022,2022,Lunes,11:10,Mañana,Empresarial,,COLISION FRONTOLATERAL,"VALDELAPARRA, AVDA.",
15S,444909,4488623,-3.65061269,40.54653079,27/06/2022,2022,Lunes,17:00,Tarde,Norte,,COLISION LATERAL,MARQUES DE LA VALDAVIA,
15S,444861,4485225,-3.65088327,40.51591708,27/06/2022,2022,Lunes,18:15,Tarde,Urbanizaciones,,COLISION FRONTOLATERAL,CAMINO DEL SOTO,
15S,446166,4487892,-3.63570641,40.54002828,28/06/2022,2022,Martes,0:10,Noche,Centro,,COLISION TRASERO LATERAL,LIBERTAD,18
15S,445434,4485906,-3.64417847,40.52208972,28/06/2022,2022,Martes,10:30,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,113
15S,445107,4487420,-3.64817003,40.53570685,28/06/2022,2022,Martes,12:20,Mañana,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,VALGRANDE,2
15S,445281,4486840,-3.64606539,40.53049349,28/06/2022,2022,Martes,20:20,Tarde,Empresarial,,COLISION POR ALCANCE,RIO NORTE,
15S,444914,4488425,-3.65053638,40.54474746,29/06/2022,2022,Miércoles,9:43,Mañana,Norte,,COLISION FRONTOLATERAL,CHOPERA,
15S,447591,4487139,-3.61881762,40.53333628,30/06/2022,2022,Jueves,14:50,Tarde,Urbanizaciones,,COLISION POR ALCANCE,TRANSICION ESPAÑOLA,26
15S,447183,4487569,-3.62367072,40.53718401,30/06/2022,2022,Jueves,15:20,Tarde,Urbanizaciones,,COLISION LATERAL,TRANSICION ESPAÑOLA,
15S,444636,4487849,-3.65376876,40.53954011,18/05/2022,2022,Miércoles,8:06,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,VALGRANDE,30
15S,446125,4488193,-3.63621619,40.54273715,30/06/2022,2022,Jueves,20:45,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,ISABEL ROSILLO,2
15S,444364,4486987,-3.65690464,40.53175668,01/07/2022,2022,Viernes,9:27,Mañana,Empresarial,,COLISION LATERAL,GRANJA,34
15S,447139,4487541,-3.62418791,40.53692897,01/07/2022,2022,Viernes,11:10,Mañana,Urbanizaciones,,COLISION LATERAL,TRANSICION ESPAÑOLA,
15S,446159,4487255,-3.63573482,40.53428947,01/07/2022,2022,Viernes,8:40,Mañana,Urbanizaciones,,OTROS (CLASIFICAR),"ERMITA, AVDA",
15S,445894,4487435,-3.63887906,40.53589373,02/07/2022,2022,Sábado,13:20,Mañana,Centro,,COLISION POR ALCANCE,CHOPERA,2
15S,443890,4488817,-3.66266332,40.54821002,03/07/2022,2022,Domingo,10:10,Mañana,Norte,,CAIDA CICLISTA,"VALDELAPARRA, AVDA.",124
15S,445318,4488197,-3.64574592,40.54272032,02/07/2022,2022,Sábado,20:45,Tarde,Norte,,ATROPELLO PEATON,DR CASIMIRO MORCILLO,14
15S,445908,4487375,-3.63870863,40.53535414,03/07/2022,2022,Domingo,8:55,Mañana,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,OLIMPICA,32
15S,446517,4488108,-3.63158009,40.54199683,03/07/2022,2022,Domingo,13:00,Mañana,Centro,,COLISION LATERAL,JOSE MENDEZ BAENA,5
15S,444820,4488634,-3.65166465,40.54662396,04/07/2022,2022,Lunes,15:05,Tarde,Empresarial,,COLISION FRONTOLATERAL,"CARREFOUR, CC",
15S,445970,4487556,-3.63799205,40.5369887,04/07/2022,2022,Lunes,18:45,Tarde,Centro,,COLISION LATERAL,MENINA,
15S,444815,4488448,-3.65170746,40.54494807,04/07/2022,2022,Lunes,19:15,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,124
15S,446150,4486965,-3.63581639,40.53167645,04/07/2022,2022,Lunes,20:30,Tarde,Urbanizaciones,,COLISION LATERAL,"BRUSELAS, AVDA",
15S,444916,4485430,-3.65025191,40.51776746,04/07/2022,2022,Lunes,23:14,Noche,Urbanizaciones,,OTROS (CLASIFICAR),CAMINO DEL SOTO,1
15S,446431,4488019,-3.63258806,40.54118953,05/07/2022,2022,Martes,1:10,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,FELIPE ALVAREZ GADEA,1
15S,445528,4488310,-3.64327589,40.5437521,05/07/2022,2022,Martes,1:15,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,DOS DE MAYO,19
15S,446725,4488101,-3.62912337,40.54194717,06/07/2022,2022,Miércoles,7:20,Mañana,Centro,,COLISION FRONTOLATERAL,BARCELONA,
15S,446028,4487585,-3.6373097,40.53725373,06/07/2022,2022,Miércoles,17:50,Tarde,Centro,,COLISION LATERAL,MENINA,1
15S,446021,4488770,-3.63749355,40.54792822,06/07/2022,2022,Miércoles,17:40,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",52
15S,445514,4484794,-3.64313836,40.51207761,07/07/2022,2022,Jueves,11:05,Mañana,Urbanizaciones,,COLISION LATERAL,CAMINO SUR,10
15S,445833,4487918,-3.63964068,40.5402408,07/07/2022,2022,Jueves,12:45,Mañana,Centro,,COLISION LATERAL,CHOPERA,
15S,449679,4485768,-3.59405585,40.52111504,07/07/2022,2022,Jueves,13:05,Mañana,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,DEL ALTO,
15S,444930,4486376,-3.65016899,40.52629034,07/07/2022,2022,Jueves,16:10,Tarde,Empresarial,,COLISION POR ALCANCE,"CARREFOUR, CC",
15S,445506,4488382,-3.64354189,40.54439925,08/07/2022,2022,Viernes,18:35,Tarde,Centro,,COLISION LATERAL,"ESPAÑA, AVDA",
15S,443865,4485904,-3.66269995,40.52196696,08/07/2022,2022,Viernes,15:00,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,ARAGONESES,8
15S,446474,4487683,-3.63205186,40.53816548,08/07/2022,2022,Viernes,19:19,Tarde,Centro,,COLISION FRONTOLATERAL,SALVADOR ALLENDE,
15S,444818,4486337,-3.6514878,40.52593157,08/07/2022,2022,Viernes,19:45,Tarde,Empresarial,,COLISION TRASERO LATERAL,"CARREFOUR, CC",
15S,446119,4488191,-3.63628687,40.54271874,09/07/2022,2022,Sábado,0:15,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,ISABEL ROSILLO,3
15S,446868,4487441,-3.62737932,40.5360108,09/07/2022,2022,Sábado,9:15,Mañana,Urbanizaciones,,COLISION LATERAL,"VEGA, AVENIDA",
15S,445138,4485665,-3.64765179,40.51989916,09/07/2022,2022,Sábado,19:50,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,38
15S,445716,4489355,-3.64114565,40.55317819,11/07/2022,2022,Lunes,16:30,Tarde,Norte,,COLISION FRONTOLATERAL,MANUEL DE FALLA,83
15S,445488,4489033,-3.6438106,40.55026252,11/07/2022,2022,Lunes,23:10,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MALAGA,12
15S,444965,4486601,-3.64977537,40.52831956,11/07/2022,2022,Lunes,14:15,Mañana,Empresarial,,COLISION FRONTOLATERAL,"CARREFOUR, CC",
15S,445302,4485779,-3.64572572,40.52093695,12/07/2022,2022,Martes,22:35,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,
15S,445669,4487417,-3.64153414,40.53571686,13/07/2022,2022,Miércoles,8:02,Mañana,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",
15S,447087,4487504,-3.6247988,40.53659234,12/07/2022,2022,Martes,12:24,Mañana,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,"VEGA, AVENIDA",1
15S,445999,4487620,-3.6376551,40.53756713,13/07/2022,2022,Miércoles,11:05,Mañana,Centro,,CHOQUE CON MURO,CHOPERA,2
15S,444354,4488705,-3.65717393,40.54723238,13/07/2022,2022,Miércoles,22:57,Noche,Norte,,CAIDA MOTORISTA,MARQUES DE LA VALDAVIA,129
15S,446145,4487676,-3.63593597,40.5380811,14/07/2022,2022,Jueves,5:50,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,REAL VIEJA,50
15S,445716,4488547,-3.64107624,40.54589942,14/07/2022,2022,Jueves,12:45,Mañana,Centro,,COLISION TRASERO LATERAL,ALISO,3
15S,444102,4489160,-3.66019009,40.55131421,14/07/2022,2022,Jueves,14:05,Mañana,Norte,,CAIDA MOTORISTA,"FUENTELUCHA, Pº",5
15S,445715,4488434,-3.64107834,40.54488141,14/07/2022,2022,Jueves,21:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,ALMENDRO,1
15S,446558,4488190,-3.63110288,40.54273817,14/07/2022,2022,Jueves,21:15,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SANTIAGO APOSTOL,6
15S,445112,4487421,-3.64811108,40.53571619,15/07/2022,2022,Viernes,15:09,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,SANTA BASILIA,
15S,446580,4487977,-3.6308251,40.54082079,19/07/2022,2022,Martes,10:12,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CRUZ,46
15S,443948,4489305,-3.66202167,40.55261001,19/07/2022,2022,Martes,21:40,Tarde,Norte,,COLISION LATERAL,ILUSION (DE LA),1
15S,444360,4488725,-3.65710483,40.54741295,19/07/2022,2022,Martes,22:50,Noche,Norte,,COLISION LATERAL,MARQUES DE LA VALDAVIA,
15S,445925,4488518,-3.63860568,40.54565185,20/07/2022,2022,Miércoles,11:05,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MIRAFLORES,47
15S,446541,4487297,-3.63122811,40.53469256,21/07/2022,2022,Jueves,7:30,Mañana,Urbanizaciones,,ATROPELLO PEATON,"VEGA, AVENIDA",15
15S,445886,4488297,-3.6390473,40.54365845,19/07/2022,2022,Martes,13:10,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CONSTITUCION,
15S,445242,4486189,-3.64646948,40.52462644,20/07/2022,2022,Miércoles,16:25,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,AZALEA,128
15S,444356,4485602,-3.65687727,40.51927952,20/07/2022,2022,Miércoles,19:35,Tarde,Empresarial,,COLISION FRONTOLATERAL,EUROPA,13
15S,444930,4488703,-3.65037167,40.54725285,21/07/2022,2022,Jueves,5:45,Noche,Norte,,COLISION,MANUEL DE FALLA,8
15S,445792,4488259,-3.64015405,40.54330998,21/07/2022,2022,Jueves,12:35,Mañana,Centro,,COLISION FRONTOLATERAL,MARQUES DE LA VALDAVIA,
15S,444344,4488451,-3.65726965,40.54494358,23/07/2022,2022,Sábado,6:15,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CAMILO JOSE CELA,18
15S,445266,4486823,-3.64624102,40.53033935,23/07/2022,2022,Sábado,16:23,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,RIO NORTE,
15S,445858,4489155,-3.63945146,40.55138581,25/07/2022,2022,Lunes,21:20,Tarde,Norte,,COLISION TRASERO LATERAL,"MADRID, AV, ALCO",43
15S,449197,4486198,-3.59978025,40.5249593,28/07/2022,2022,Jueves,1:38,Noche,Urbanizaciones,,SALIDA DE VIA,CONDE DE LOS GAITANES,177
15S,445213,4486982,-3.64688052,40.53176819,26/07/2022,2022,Martes,20:10,Tarde,Empresarial,,COLISION LATERAL,"FUENCARRAL, CTRA",44
15S,445467,4488935,-3.64405015,40.54937832,27/07/2022,2022,Miércoles,12:30,Mañana,Norte,,CHOQUE PERDIDA FRENO DE MANO,ISAAC ALBENIZ,16
15S,443961,4488760,-3.66181981,40.54770135,27/07/2022,2022,Miércoles,18:30,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,"VALDELAPARRA, AVDA.",124
15S,446551,4487975,-3.63116736,40.54080091,22/07/2022,2022,Viernes,9:30,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,MARIANO SEBASTIAN IZUEL,15
15S,444328,4488473,-3.65746053,40.54514069,28/07/2022,2022,Jueves,23:00,Noche,Norte,,CAIDA MOTORISTA,CHOPERA,186
15S,446194,4488570,-3.6354335,40.5461378,29/07/2022,2022,Viernes,8:10,Mañana,Centro,,ATROPELLO PEATON,FUEGO,44
15S,446109,4486938,-3.63629815,40.53143056,29/07/2022,2022,Viernes,8:23,Mañana,Urbanizaciones,,COLISION FRONTOLATERAL,"BRUSELAS, AVDA",19
15S,444452,4489858,-3.65611801,40.55762558,29/07/2022,2022,Viernes,8:20,Mañana,Norte,,COLISION FRONTOLATERAL,PABLO IGLESIAS,
15S,445555,4489274,-3.64304012,40.55243795,29/07/2022,2022,Viernes,16:45,Tarde,Norte,,COLISION LATERAL,MANUEL DE FALLA,52
15S,446656,4487978,-3.62992776,40.5408347,31/07/2022,2022,Domingo,10:05,Mañana,Centro,,COLISION FRONTOLATERAL,MARIANO SEBASTIAN IZUEL,
15S,446103,4488138,-3.63647128,40.54224026,31/07/2022,2022,Domingo,13:10,Mañana,Centro,,COLISION FRONTOLATERAL,ORENSE,3
15S,445896,4487484,-3.63885964,40.53633527,30/07/2022,2022,Sábado,20:45,Tarde,Centro,,COLISION POR ALCANCE,CANTABRIA,2
15S,446845,4487525,-3.62765794,40.53676603,31/07/2022,2022,Domingo,22:10,Tarde,Urbanizaciones,,CAIDA CICLISTA,ANABEL SEGURA,
15S,445923,4487833,-3.63857069,40.53948097,01/08/2022,2022,Lunes,6:30,Mañana,Centro,,COLISION TRASERO LATERAL,CHOPERA,42
15S,446244,4488608,-3.63484628,40.54648336,28/07/2022,2022,Jueves,9:40,Mañana,Centro,,CAIDA PASAJERO,"ESPAÑA, AVDA",
15S,444888,4488364,-3.65083809,40.54419622,01/08/2022,2022,Lunes,8:30,Mañana,Norte,,CHOQUE CON OBSTACULO,DR SEVERO OCHOA,
15S,446213,4488222,-3.63517951,40.54300411,01/08/2022,2022,Lunes,9:43,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,FUEGO,30
15S,444456,4489033,-3.65599822,40.55019396,01/08/2022,2022,Lunes,14:25,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DOLORES IBARRURI,21
15S,445741,4487264,-3.64067089,40.53434329,01/08/2022,2022,Lunes,18:37,Tarde,Empresarial,,COLISION LATERAL,"VALDELAPARRA, AVDA.",2
15S,446773,4488049,-3.62855219,40.54148182,02/08/2022,2022,Martes,9:10,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,MENORCA,
15S,444658,4488661,-3.65358009,40.54685638,02/08/2022,2022,Martes,18:30,Tarde,Norte,,CAIDA CICLISTA,JOSE HIERRO,5
15S,446813,4488048,-3.62807978,40.54147538,03/08/2022,2022,Miércoles,19:00,Tarde,Centro,,COLISION POR ALCANCE,"ESPAÑA, AVDA",72
15S,445674,4487413,-3.64147476,40.53568115,04/08/2022,2022,Jueves,17:50,Tarde,Empresarial,,COLISION POR ALCANCE,"VALDELAPARRA, AVDA.",2
15S,446015,4485915,-3.63732065,40.52220882,04/08/2022,2022,Jueves,12:30,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,CAMINO NUEVO,110
15S,446057,4486776,-3.63689827,40.52996781,06/08/2022,2022,Sábado,6:15,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,NARDO,18
15S,444365,4486097,-3.65681456,40.52373928,06/08/2022,2022,Sábado,12:00,Mañana,Empresarial,,COLISION TRASERO LATERAL,"FUENCARRAL, CTRA",
15S,446313,4487992,-3.63397913,40.54093866,08/08/2022,2022,Lunes,17:20,Tarde,Centro,,CHOQUE PERDIDA FRENO DE MANO,LIBERTAD,1
15S,445889,4488769,-3.63905229,40.5479106,09/08/2022,2022,Martes,16:50,Tarde,Centro,,COLISION FRONTOLATERAL,"ESPAÑA, AVDA",
15S,446008,4487594,-3.63754661,40.5373335,11/08/2022,2022,Jueves,14:30,Tarde,Centro,,COLISION LATERAL,MENINA,1
15S,445741,4487264,-3.64067089,40.53434329,17/08/2022,2022,Miércoles,12:55,Mañana,Empresarial,,COLISION FRONTOLATERAL,"VALDELAPARRA, AVDA.",1
15S,446828,4488190,-3.6279146,40.54275554,18/08/2022,2022,Jueves,9:30,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,"ESPAÑA, AVDA",
15S,443898,4488843,-3.66257116,40.54844477,18/08/2022,2022,Jueves,19:30,Tarde,Norte,,COLISION LATERAL,"VALDELAPARRA, AVDA.",124
15S,446431,4487678,-3.63255917,40.53811766,18/08/2022,2022,Jueves,21:10,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SALVADOR ALLENDE,21
15S,444506,4488687,-3.65537735,40.54708042,20/08/2022,2022,Sábado,15:00,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,138
15S,444900,4486417,-3.65052672,40.5266577,22/08/2022,2022,Lunes,17:15,Tarde,Empresarial,,COLISION FRONTOLATERAL,"CARREFOUR, CC",
15S,445211,4488709,-3.64705381,40.54732553,22/08/2022,2022,Lunes,18:15,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CONJUNTO AVENIDA,5
15S,445053,4488872,-3.64893383,40.54878343,23/08/2022,2022,Martes,18:30,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,OLIVAR,
15S,446017,4487538,-3.63743557,40.53682962,23/08/2022,2022,Martes,21:40,Tarde,Centro,,CAIDA MOTORISTA,MENINA,1
15S,445375,4487085,-3.64497677,40.53270674,24/08/2022,2022,Miércoles,12:39,Mañana,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,"FUENCARRAL, CTRA",20
15S,444891,4488451,-3.65081025,40.54498015,24/08/2022,2022,Miércoles,13:35,Mañana,Norte,,COLISION FRONTOLATERAL,CHOPERA,
15S,445894,4488481,-3.63896859,40.54531651,24/08/2022,2022,Miércoles,18:00,Tarde,Centro,,CHOQUE PERDIDA FRENO DE MANO,TAJO,13
15S,444946,4489034,-3.65021156,40.55023568,25/08/2022,2022,Jueves,12:15,Mañana,Norte,,COLISION FRONTOLATERAL,MIGUEL DE CERVANTES,
15S,446556,4488230,-3.63112988,40.54309837,26/08/2022,2022,Viernes,11:05,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,RAMIRO GOMEZ GARIBAY,
15S,445181,4485946,-3.64716855,40.52243336,25/08/2022,2022,Jueves,23:00,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,ZARZAMORA,6
15S,444182,4488487,-3.65918585,40.54525699,26/08/2022,2022,Viernes,21:30,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,298
15S,445352,4489188,-3.64543013,40.55164986,27/08/2022,2022,Sábado,4:02,Noche,Norte,,CAIDA MOTORISTA,MANUEL DE FALLA,50
15S,445940,4488991,-3.63846901,40.54991379,27/08/2022,2022,Sábado,10:45,Mañana,Norte,,CHOQUE PERDIDA FRENO DE MANO,VALENCIA,133
15S,444902,4484883,-3.65036955,40.51283893,27/08/2022,2022,Sábado,9:45,Mañana,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,"PARQUES, PASEO",5
15S,445521,4487949,-3.64332744,40.54049961,27/08/2022,2022,Sábado,13:48,Mañana,Centro,,CAIDA MOTORISTA,PINTOR MURILLO,28
15S,445219,4489044,-3.64698837,40.55034387,30/08/2022,2022,Martes,17:36,Tarde,Norte,,ATROPELLO PEATON,MANUEL DE FALLA,7
15S,443963,4489575,-3.66186847,40.55504328,30/08/2022,2022,Martes,19:04,Tarde,Norte,,COLISION FRONTOLATERAL CICLISTA,ILUSION (DE LA),
15S,445978,4487579,-3.63789956,40.53719642,31/08/2022,2022,Miércoles,6:06,Noche,Centro,,CAIDA MOTORISTA,MENINA,
15S,444551,4487869,-3.65477418,40.5397146,30/08/2022,2022,Martes,14:00,Mañana,Empresarial,,CAIDA MOTORISTA,"VALDELAPARRA, AVDA.",
15S,446330,4487997,-3.63377882,40.54098481,01/09/2022,2022,Jueves,1:32,Noche,Centro,,COLISION LATERAL,LIBERTAD,1
15S,445183,4488430,-3.64736026,40.54481035,01/09/2022,2022,Jueves,12:25,Mañana,Norte,,COLISION TRASERO LATERAL,CHOPERA,
15S,445691,4488867,-3.64139896,40.54878047,01/09/2022,2022,Jueves,16:40,Tarde,Norte,,COLISION FRONTOLATERAL,ZAPORRA,
15S,444868,4488595,-3.65109442,40.54627583,01/09/2022,2022,Jueves,21:45,Tarde,Norte,,COLISION FRONTOLATERAL,MARQUES DE LA VALDAVIA,97
15S,445710,4488422,-3.64113635,40.54477298,01/09/2022,2022,Jueves,22:20,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,89
15S,444862,4487904,-3.65110499,40.54005064,02/09/2022,2022,Viernes,7:00,Mañana,Empresarial,,COLISION FRONTOLATERAL,"VALDELAPARRA, AVDA.",
15S,445690,4487400,-3.64128473,40.53556509,02/09/2022,2022,Viernes,12:40,Mañana,Empresarial,,COLISION LATERAL,"VALDELAPARRA, AVDA.",1
15S,445294,4488212,-3.64603062,40.54285386,02/09/2022,2022,Viernes,12:49,Mañana,Norte,,COLISION LATERAL,DR CASIMIRO MORCILLO,12
15S,444269,4488721,-3.65817912,40.5473708,02/09/2022,2022,Viernes,14:38,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,GRANJA,17
15S,447416,4486445,-3.62082612,40.52707334,02/09/2022,2022,Viernes,15:06,Tarde,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,"ALCOBENDAS, PS",10
15S,444975,4488299,-3.64980508,40.54361646,02/09/2022,2022,Viernes,21:00,Tarde,Norte,,ATROPELLO PEATON,PINTOR MURILLO,23
15S,444174,4489175,-3.6593411,40.55145419,03/09/2022,2022,Sábado,17:28,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,SUEÑOS,5
15S,445518,4484497,-3.64306559,40.50940236,03/09/2022,2022,Sábado,19:10,Tarde,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,"PARQUES, PASEO",28
15S,445717,4488703,-3.64107783,40.5473048,05/09/2022,2022,Lunes,8:31,Mañana,Centro,,LESIONES PASAJERO,"ESPAÑA, AVDA",17
15S,444201,4485954,-3.65873797,40.52244006,05/09/2022,2022,Lunes,8:45,Mañana,Empresarial,,COLISION FRONTOLATERAL,"FUENCARRAL, CTRA",55
15S,445940,4488860,-3.6384578,40.54873369,05/09/2022,2022,Lunes,10:30,Mañana,Norte,,COLISION POR ALCANCE,ZAPORRA,151
15S,445504,4488119,-3.64354283,40.54202992,05/09/2022,2022,Lunes,19:30,Tarde,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CHOPERA,47
15S,445416,4489053,-3.64466263,40.55043795,05/09/2022,2022,Lunes,21:45,Tarde,Norte,,LESIONES PASAJERO,ISAAC ALBENIZ,28
15S,445929,4486918,-3.6384216,40.53123867,05/09/2022,2022,Lunes,14:00,Mañana,Urbanizaciones,,COLISION POR ALCANCE,"BRUSELAS, AVDA",22
15S,446467,4487705,-3.63213638,40.53836321,07/09/2022,2022,Miércoles,18:03,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CÁCERES,18
15S,445539,4488897,-3.64319659,40.54904074,07/09/2022,2022,Miércoles,18:35,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,LUIS RODRIGUEZ ONTIVEROS,18
15S,445910,4488630,-3.6387924,40.54665981,08/09/2022,2022,Jueves,11:05,Mañana,Centro,,COLISION FRONTOLATERAL,MIRAFLORES,52
15S,447210,4487546,-3.62335,40.53697854,08/09/2022,2022,Jueves,18:00,Tarde,Urbanizaciones,,COLISION POR ALCANCE,TRANSICION ESPAÑOLA,
15S,443929,4488611,-3.66218448,40.54635694,09/09/2022,2022,Viernes,11:20,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,"VALDELAPARRA, AVDA.",90
15S,446701,4487709,-3.62937372,40.53841433,08/09/2022,2022,Jueves,22:00,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,OLIMPICA,4
15S,445988,4486523,-3.63769129,40.52768419,10/09/2022,2022,Sábado,4:00,Noche,Urbanizaciones,,COLISION FRONTOLATERAL,AZALEA,512
15S,447221,4486530,-3.62313532,40.52782667,11/09/2022,2022,Domingo,8:50,Mañana,Urbanizaciones,,CHOQUE CON ARBOL,"ALCOBENDAS, PS",10
15S,445971,4487560,-3.63798059,40.5370248,11/09/2022,2022,Domingo,16:45,Tarde,Centro,,COLISION LATERAL,MENINA,
15S,445684,4487401,-3.64135565,40.53557371,12/09/2022,2022,Lunes,9:30,Mañana,Centro,,COLISION FRONTOLATERAL,"AMURA, HOTEL",
15S,445850,4486980,-3.63935962,40.53179203,12/09/2022,2022,Lunes,11:50,Mañana,Urbanizaciones,,SALIDA DE VIA,"BRUSELAS, AVDA",9
15S,446831,4487666,-3.62783511,40.53803532,12/09/2022,2022,Lunes,15:30,Tarde,Urbanizaciones,,COLISION FRONTOLATERAL,OLIMPICA,4
15S,445681,4488435,-3.64147992,40.54488819,12/09/2022,2022,Lunes,0:00,Noche,Centro,,COLISION TRASERO LATERAL,CONSTITUCION,91
